id	lineage	assembly	file	kingdom	phylum	class	order	family	genus	species
MGYG000000061	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_E	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000061.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000061.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella aerofaciens_E
MGYG000000062	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000062.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000062.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Intestinibacter	s__Intestinibacter bartlettii
MGYG000000063	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp900066695	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000063.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000063.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__Emergencia sp900066695
MGYG000000064	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000064.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000064.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium baratii
MGYG000000065	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000065.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000065.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes sp900066705
MGYG000000066	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp900066755	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000066.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000066.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__GCA-900066755	s__GCA-900066755 sp900066755
MGYG000000067	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900066765	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000067.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000067.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B sp900066765
MGYG000000068	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900291975	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000068.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000068.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900291975
MGYG000000069	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000069.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000069.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Clostridium_A	s__Clostridium_A leptum
MGYG000000070	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000070.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000070.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp900066825
MGYG000000071	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000071.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000071.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor capillosus
MGYG000000072	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000072.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000072.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA1394	s__UBA1394 sp900066845
MGYG000000073	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905 sp900066905	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000073.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000073.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__GCA-900066905	g__GCA-900066905	s__GCA-900066905 sp900066905
MGYG000000074	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000074.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000074.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes onderdonkii
MGYG000000075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium tenue	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000075.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000075.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Paraclostridium	s__Paraclostridium tenue
MGYG000000076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000076.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000076.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis
MGYG000000077	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000077.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000077.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum soehngenii
MGYG000000078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000078.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000078.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira rogosae_A
MGYG000000079	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium sp902362975	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000079.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000079.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	s__Exiguobacterium sp902362975
MGYG000000080	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000080.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000080.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes caccae
MGYG000000081	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000081.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000081.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium propinquum
MGYG000000082	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter mesopotamicus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000082.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000082.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter mesopotamicus
MGYG000000083	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000083.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000083.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus simplex
MGYG000000084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000084.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000084.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger formicilis
MGYG000000085	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000085.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000085.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella aerofaciens_F
MGYG000000086	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp902363045	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000086.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000086.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp902363045
MGYG000000087	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000087.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000087.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-81	s__CAG-81 sp000435795
MGYG000000088	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000088.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000088.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus lutetiensis
MGYG000000089	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000089.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000089.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__CAG-353 sp900066885
MGYG000000090	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp014287875	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000090.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000090.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp014287875
MGYG000000091	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000091.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000091.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Achromobacter	s__Achromobacter xylosoxidans
MGYG000000092	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__UBA7160 sp902363135	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000092.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000092.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA7160	s__UBA7160 sp902363135
MGYG000000093	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000093.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000093.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella_A	s__Klebsiella_A grimontii
MGYG000000094	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902363125	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000094.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000094.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp902363125
MGYG000000095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp902363085	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000095.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000095.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__GCA-900066755	s__GCA-900066755 sp902363085
MGYG000000096	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000096.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000096.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc pseudomesenteroides
MGYG000000097	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus animalis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000097.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000097.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus animalis
MGYG000000098	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000098.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000098.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides bouchesdurhonensis
MGYG000000099	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000099.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000099.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor plautii
MGYG000000100	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__CABIZH01;s__CABIZH01 sp902363205	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000100.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000100.xml.gz	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Massilibacillaceae	g__CABIZH01	s__CABIZH01 sp902363205
MGYG000000101	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000101.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000101.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Micrococcus	s__Micrococcus luteus
MGYG000000102	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp902363255	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000102.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000102.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter	s__Terrisporobacter sp902363255
MGYG000000103	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Bacilliculturomica;s__Bacilliculturomica massiliensis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000103.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000103.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Bacilliculturomica	s__Bacilliculturomica massiliensis
MGYG000000104	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000104.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000104.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium cuniculi
MGYG000000105	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000105.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000105.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides clarus
MGYG000000106	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000106.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000106.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D gallinarum
MGYG000000107	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000107.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000107.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella_A	s__Klebsiella_A oxytoca
MGYG000000108	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000108.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000108.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter freundii
MGYG000000109	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp004166885	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000109.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000109.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp004166885
MGYG000000110	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera sp902363335	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000110.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000110.xml.gz	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera sp902363335
MGYG000000111	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000111.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000111.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium acnes
MGYG000000112	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp900323545	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000112.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000112.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces sp900323545
MGYG000000113	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000113.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000113.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius
MGYG000000114	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp902363395	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000000114.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000114.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp902363395
