id	taxid	organism_name	infraspecific_name	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
GCF_001295265.1	253	Chryseobacterium indologenes	strain=CI_885	models/c/chryseobacterium/Chryseobacterium_indologenes_CI_885.xml.gz	253	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
GCF_002025665.1	253	Chryseobacterium indologenes	strain=AA5	models/c/chryseobacterium/Chryseobacterium_indologenes_AA5.xml.gz	253	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium indologenes
GCF_000243275.1	929704	Myroides odoratus DSM 2801	strain=DSM 2801	models/m/myroides/Myroides_odoratus_DSM_2801.xml.gz	929704	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium odoratum
GCF_000143765.1	525373	Sphingobacterium spiritivorum ATCC 33861	strain=ATCC 33861	models/s/sphingobacterium/Sphingobacterium_spiritivorum_ATCC_33861.xml.gz	525373	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium spiritivorum
GCF_000686625.1	1123265	Sphingobacterium thalpophilum DSM 11723	strain=DSM 11723	models/s/sphingobacterium/Sphingobacterium_thalpophilum_DSM_11723.xml.gz	1123265	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium thalpophilum
GCF_000008985.1	177416	Francisella tularensis subsp. tularensis SCHU S4	strain=SCHU S4	models/f/francisella/Francisella_tularensis_subsp_tularensis_SCHU_S4.xml.gz	177416	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Francisellales	f__Francisellaceae	g__Francisella	s__Francisella tularensis
GCF_000203895.1	318586	Paracoccus denitrificans PD1222	strain=PD1222	models/p/paracoccus/Paracoccus_denitrificans_PD1222.xml.gz	318586	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus denitrificans
GCF_001399775.1	498848	Thermus aquaticus Y51MC23	strain=Y51MC23	models/t/thermus/Thermus_aquaticus_Y51MC23.xml.gz	498848	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus aquaticus
GCF_000091545.1	300852	Thermus thermophilus HB8	strain=HB8	models/t/thermus/Thermus_thermophilus_HB8.xml.gz	300852	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus thermophilus
GCF_000771745.2	276	Thermus filiformis	strain=ATCC 43280	models/t/thermus/Thermus_filiformis_ATCC_43280.xml.gz	276	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus_A	s__Thermus_A filiformis
GCF_000024425.1	504728	Meiothermus ruber DSM 1279		models/m/meiothermus/Meiothermus_ruber_DSM_1279.xml.gz	504728	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Meiothermus	s__Meiothermus ruber
GCF_000017645.1	78245	Xanthobacter autotrophicus Py2	strain=Py2	models/x/xanthobacter/Xanthobacter_autotrophicus_Py2.xml.gz	78245	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Xanthobacter	s__Xanthobacter autotrophicus
GCF_000739375.1	1392005	Comamonas testosteroni TK102	strain=TK102	models/c/comamonas/Comamonas_testosteroni_TK102.xml.gz	1392005	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas testosteroni_B
GCF_000006765.1	208964	Pseudomonas aeruginosa PAO1	strain=PAO1	models/p/pseudomonas/Pseudomonas_aeruginosa_PAO1.xml.gz	208964	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
GCF_000014225.1	342610	Pseudoalteromonas atlantica T6c	strain=T6c	models/p/pseudoalteromonas/Pseudoalteromonas_atlantica_T6c.xml.gz	342610	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Paraglaciecola	s__Paraglaciecola atlantica_A
GCF_001411495.1	983594	Burkholderia cepacia ATCC 25416	strain=UCB 717	models/b/burkholderia/Burkholderia_cepacia_ATCC_25416_UCB_717.xml.gz	983594	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia cepacia
GCF_000237065.1	1114970	Pseudomonas fluorescens F113	strain=F113	models/p/pseudomonas/Pseudomonas_fluorescens_F113.xml.gz	1114970	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E kilonensis
GCF_000016565.1	399739	Pseudomonas mendocina ymp	strain=ymp	models/p/pseudomonas/Pseudomonas_mendocina_ymp.xml.gz	399739	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E mendocina_A
GCF_000007565.2	160488	Pseudomonas putida KT2440	strain=KT2440	models/p/pseudomonas/Pseudomonas_putida_KT2440.xml.gz	160488	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis
GCF_000800615.1	303	Pseudomonas putida	strain=PA14H7	models/p/pseudomonas/Pseudomonas_putida_PA14H7.xml.gz	303	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hunanensis
GCF_000009125.1	267608	Ralstonia solanacearum GMI1000	strain=GMI1000	models/r/ralstonia/Ralstonia_solanacearum_GMI1000.xml.gz	267608	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	s__Ralstonia pseudosolanacearum
GCF_000012245.1	205918	Pseudomonas syringae pv. syringae B728a	strain=B728a	models/p/pseudomonas/Pseudomonas_syringae_pv_syringae_B728a.xml.gz	205918	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E syringae_M
GCF_000020205.1	402626	Ralstonia pickettii 12J	strain=12J	models/r/ralstonia/Ralstonia_pickettii_12J.xml.gz	402626	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	s__Ralstonia pickettii_B
GCF_000007145.1	190485	Xanthomonas campestris pv. campestris str. ATCC 33913	strain=ATCC 33913	models/x/xanthomonas/Xanthomonas_campestris_pv_campestris_str_ATCC_33913.xml.gz	190485	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas campestris
GCF_001021935.1	487909	Xanthomonas translucens pv. undulosa	strain=Xtu 4699	models/x/xanthomonas/Xanthomonas_translucens_pv_undulosa_Xtu_4699.xml.gz	487909	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas_A	s__Xanthomonas_A translucens
GCF_002218245.1	473426	Xanthomonas citri pv. vignicola	strain=CFBP7111	models/x/xanthomonas/Xanthomonas_citri_pv_vignicola_CFBP7111.xml.gz	473426	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas cissicola
GCF_000019585.2	360094	Xanthomonas oryzae pv. oryzae PXO99A	strain=PXO99A	models/x/xanthomonas/Xanthomonas_oryzae_pv_oryzae_PXO99A.xml.gz	360094	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonas oryzae
GCF_000817975.1	1328314	Azotobacter chroococcum NCIMB 8003	strain=NCIMB 8003	models/a/azotobacter/Azotobacter_chroococcum_NCIMB_8003.xml.gz	1328314	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Azotobacter	s__Azotobacter chroococcum
GCF_000380335.1	1283330	Azotobacter vinelandii CA	strain=CA	models/a/azotobacter/Azotobacter_vinelandii_CA.xml.gz	1283330	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Azotobacter	s__Azotobacter vinelandii
GCF_000696095.1	1220581	Rhizobium rhizogenes NBRC 13257	strain=NBRC 13257	models/r/rhizobium/Rhizobium_rhizogenes_NBRC_13257.xml.gz	1220581	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium rhizogenes
GCF_000016285.1	311402	Agrobacterium vitis S4	strain=S4	models/a/agrobacterium/Agrobacterium_vitis_S4.xml.gz	311402	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium	s__Allorhizobium vitis_A
GCF_000284375.1	1037409	Bradyrhizobium japonicum USDA 6	strain=USDA 6	models/b/bradyrhizobium/Bradyrhizobium_japonicum_USDA_6.xml.gz	1037409	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium japonicum
GCF_000018545.1	394	Sinorhizobium fredii NGR234	strain=NGR234	models/s/sinorhizobium/Sinorhizobium_fredii_NGR234.xml.gz	394	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobium fredii_A
GCF_000283895.1	1117943	Sinorhizobium fredii HH103	strain=HH103	models/s/sinorhizobium/Sinorhizobium_fredii_HH103.xml.gz	1117943	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobium fredii
GCF_000006965.1	266834	Sinorhizobium meliloti 1021	strain=1021	models/s/sinorhizobium/Sinorhizobium_meliloti_1021.xml.gz	266834	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobium meliloti
GCF_000021345.1	395492	Rhizobium leguminosarum bv. trifolii WSM2304	strain=WSM2304	models/r/rhizobium/Rhizobium_leguminosarum_bv_trifolii_WSM2304.xml.gz	395492	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium acidisoli
GCF_000517605.1	754523	Rhizobium leguminosarum bv. trifolii WSM1689	strain=WSM1689	models/r/rhizobium/Rhizobium_leguminosarum_bv_trifolii_WSM1689.xml.gz	754523	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium laguerreae
GCF_000745655.1	384	Rhizobium leguminosarum	strain=OV483	models/r/rhizobium/Rhizobium_leguminosarum_OV483.xml.gz	384	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium leguminosarum
GCF_000330885.1	698761	Rhizobium tropici CIAT 899	strain=CIAT 899	models/r/rhizobium/Rhizobium_tropici_CIAT_899.xml.gz	698761	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium tropici
GCF_000731315.1	1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540	strain=HAMBI 540	models/n/neorhizobium/Neorhizobium_galegae_bv_orientalis_str_HAMBI_540.xml.gz	1028800	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__Neorhizobium galegae
GCF_000617925.1	1236959	Methylobacillus glycogenes JCM 2850	strain=JCM 2850	models/m/methylobacillus/Methylobacillus_glycogenes_JCM_2850.xml.gz	1236959	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylobacillus	s__Methylobacillus glycogenes
GCF_000008325.1	243233	Methylococcus capsulatus str. Bath	strain=Bath	models/m/methylococcus/Methylococcus_capsulatus_str_Bath.xml.gz	243233	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylococcus	s__Methylococcus capsulatus
GCF_000427625.1	1095552	Methylobacter luteus IMV-B-3098	strain=IMV-B-3098	models/m/methylobacter/Methylobacter_luteus_IMV_B_3098.xml.gz	1095552	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylobacter	s__Methylobacter luteus
GCF_000214665.1	857087	Methylomonas methanica MC09	strain=MC09	models/m/methylomonas/Methylomonas_methanica_MC09.xml.gz	857087	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomonas	s__Methylomonas methanica_B
GCF_000178815.2	595536	Methylosinus trichosporium OB3b	strain=OB3b	models/m/methylosinus/Methylosinus_trichosporium_OB3b.xml.gz	595536	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylosinus	s__Methylosinus trichosporium
GCF_002005445.1	435	Acetobacter aceti	strain=TMW2.1153	models/a/acetobacter/Acetobacter_aceti_TMW2_1153.xml.gz	435	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acetobacter	s__Acetobacter aceti
GCF_000164395.1	714995	Komagataeibacter hansenii ATCC 23769	strain=ATCC 23769	models/k/komagataeibacter/Komagataeibacter_hansenii_ATCC_23769.xml.gz	714995	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Komagataeibacter	s__Komagataeibacter hansenii
GCF_000617865.1	1231351	Acidomonas methanolica NBRC 104435	strain=MB58	models/a/acidomonas/Acidomonas_methanolica_NBRC_104435_MB58.xml.gz	1231351	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidomonas	s__Acidomonas methanolica
GCF_001766235.1	481146	Acetobacter pasteurianus subsp. ascendens	strain=LMG 1590	models/a/acetobacter/Acetobacter_pasteurianus_subsp_ascendens_LMG_1590.xml.gz	481146	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acetobacter	s__Acetobacter ascendens
GCF_000011685.1	290633	Gluconobacter oxydans 621H	strain=621H	models/g/gluconobacter/Gluconobacter_oxydans_621H.xml.gz	290633	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Gluconobacter	s__Gluconobacter oxydans
GCF_000311765.1	1224746	Gluconobacter oxydans H24	strain=H24	models/g/gluconobacter/Gluconobacter_oxydans_H24.xml.gz	1224746	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Gluconobacter_A	s__Gluconobacter_A thailandicus
GCF_000008485.1	272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	strain=Philadelphia 1	models/l/legionella/Legionella_pneumophila_subsp_pneumophila_str_Philadelphia_1.xml.gz	272624	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella pneumophila
GCF_000953655.1	449	Legionella hackeliae	strain=ATCC 35250	models/l/legionella/Legionella_hackeliae_ATCC_35250.xml.gz	449	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia hackeliae
GCF_000091785.1	661367	Legionella longbeachae NSW150	strain=NSW150	models/l/legionella/Legionella_longbeachae_NSW150.xml.gz	661367	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella longbeachae
GCF_000953635.1	451	Tatlockia micdadei	strain=ATCC 33218	models/t/tatlockia/Tatlockia_micdadei_ATCC_33218.xml.gz	451	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia micdadei
GCF_001468165.1	452	Legionella spiritensis	strain=Mt.St.Helens-9	models/l/legionella/Legionella_spiritensis_Mt_St_Helens_9.xml.gz	452	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella_C	s__Legionella_C spiritensis
GCF_001467625.1	453	Legionella feeleii	strain=WO-44C	models/l/legionella/Legionella_feeleii_WO_44C.xml.gz	453	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia feeleii
GCF_001467785.1	454	Legionella israelensis	strain=Bercovier 4	models/l/legionella/Legionella_israelensis_Bercovier_4.xml.gz	454	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella_D	s__Legionella_D israelensis
GCF_001467765.1	456	Legionella jordanis	strain=BL-540	models/l/legionella/Legionella_jordanis_BL_540.xml.gz	456	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia jordanis
GCF_001468125.1	458	Legionella rubrilucens	strain=WA-270A-C2	models/l/legionella/Legionella_rubrilucens_WA_270A_C2.xml.gz	458	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella_C	s__Legionella_C rubrilucens
GCF_000236165.1	1094715	Fluoribacter dumoffii NY 23	strain=NY 23	models/f/fluoribacter/Fluoribacter_dumoffii_NY_23.xml.gz	1094715	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella dumoffii
GCF_900167045.1	466	Legionella maceachernii	strain=ATCC 35300	models/l/legionella/Legionella_maceachernii_ATCC_35300.xml.gz	466	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia maceachernii
GCF_001679005.1	478	Moraxella nonliquefaciens	strain=CCUG 348	models/m/moraxella/Moraxella_nonliquefaciens_CCUG_348.xml.gz	478	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	s__Moraxella nonliquefaciens
GCF_000092265.1	1236608	Moraxella catarrhalis BBH18	strain=BBH18	models/m/moraxella/Moraxella_catarrhalis_BBH18.xml.gz	1236608	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Moraxella	s__Moraxella catarrhalis
GCF_000006845.1	242231	Neisseria gonorrhoeae FA 1090	strain=FA 1090	models/n/neisseria/Neisseria_gonorrhoeae_FA_1090.xml.gz	242231	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria gonorrhoeae
GCF_000196295.1	489653	Neisseria lactamica 020-06	strain=020-06	models/n/neisseria/Neisseria_lactamica_020_06.xml.gz	489653	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria lactamica
GCF_000008805.1	122586	Neisseria meningitidis MC58	strain=MC58	models/n/neisseria/Neisseria_meningitidis_MC58.xml.gz	122586	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria meningitidis
GCF_000186165.1	435832	Neisseria mucosa C102	strain=C102	models/n/neisseria/Neisseria_mucosa_C102.xml.gz	435832	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria sp000186165
GCF_002073715.1	490	Neisseria sicca	strain=FDAARGOS_260	models/n/neisseria/Neisseria_sicca_FDAARGOS_260.xml.gz	490	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria sicca_D
GCF_002108495.1	493	Neisseria canis	strain=ATCC 14687	models/n/neisseria/Neisseria_canis_ATCC_14687.xml.gz	493	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria canis
GCF_001592185.1	1349758	Bergeriella denitrificans NBRC 102155	strain=NBRC 102155	models/b/bergeriella/Bergeriella_denitrificans_NBRC_102155.xml.gz	1349758	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria denitrificans
GCF_000818035.1	546263	Neisseria elongata subsp. glycolytica ATCC 29315	strain=ATCC 29315	models/n/neisseria/Neisseria_elongata_subsp_glycolytica_ATCC_29315.xml.gz	546263	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria elongata
GCF_000021685.1	309801	Thermomicrobium roseum DSM 5159	strain=DSM 5159	models/t/thermomicrobium/Thermomicrobium_roseum_DSM_5159.xml.gz	309801	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Thermomicrobiales	f__Thermomicrobiaceae	g__Thermomicrobium	s__Thermomicrobium roseum
GCF_000190695.1	888741	Kingella denitrificans ATCC 33394	strain=ATCC 33394	models/k/kingella/Kingella_denitrificans_ATCC_33394.xml.gz	888741	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Kingella_A	s__Kingella_A denitrificans
GCF_000470375.1	1305785	Kingella kingae Vir5453	strain=Vir5453	models/k/kingella/Kingella_kingae_Vir5453.xml.gz	1305785	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Kingella	s__Kingella kingae
GCF_000160435.1	629741	Kingella oralis ATCC 51147	strain=ATCC 51147	models/k/kingella/Kingella_oralis_ATCC_51147.xml.gz	629741	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Kingella_B	s__Kingella_B oralis
GCF_000967305.2	511	Alcaligenes faecalis	strain=ZD02	models/a/alcaligenes/Alcaligenes_faecalis_ZD02.xml.gz	511	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Alcaligenes	s__Alcaligenes faecalis
GCF_000318015.1	568707	Bordetella bronchiseptica 253	strain=253	models/b/bordetella/Bordetella_bronchiseptica_253.xml.gz	568707	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella	s__Bordetella pertussis
GCF_000317935.1	1208660	Bordetella parapertussis Bpp5	strain=Bpp5	models/b/bordetella/Bordetella_parapertussis_Bpp5.xml.gz	1208660	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella	s__Bordetella pertussis
GCF_000195715.1	257313	Bordetella pertussis Tohama I	strain=Tohama I	models/b/bordetella/Bordetella_pertussis_Tohama_I.xml.gz	257313	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella	s__Bordetella pertussis
